State Code,County Code,Site Number,Address,State,County,City,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI,Date,Year,Month
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,Parts per billion,11.708333,16.0,2,15,Parts per million,0.003625,0.009,23,8,Parts per billion,5.083333,16.0,23,23.0,Parts per million,0.020833,0.1,14,1.0,2006-01-23,2006,1
6,87,3, Center St,California,Santa Cruz,Davenport,Parts per billion,3.166667,7.0,0,7,Parts per million,0.045625,0.052,7,44,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.4,0.4,0,5.0,2006-05-15,2006,5
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,Parts per billion,12.583333,25.0,20,24,Parts per million,0.021083,0.038,10,32,Parts per billion,1.272727,3.0,11,4.0,Parts per million,0.370833,0.4,7,5.0,2009-09-17,2009,9
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,Parts per billion,24.416667,49.0,23,46,Parts per million,0.014792,0.034,9,29,Parts per billion,5.166667,10.0,21,14.0,Parts per million,0.870833,2.0,23,23.0,2006-02-23,2006,2
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,Parts per billion,3.458333,14.0,7,13,Parts per million,0.034042,0.044,10,41,Parts per billion,0.5125,1.2,1,1.0,Parts per million,0.225,0.4,0,5.0,2014-03-10,2014,3
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,Parts per billion,8.086957,13.0,0,12,Parts per million,0.036083,0.057,10,48,Parts per billion,1.772727,3.0,5,4.0,Parts per million,0.225,0.3,10,3.0,2009-05-27,2009,5
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Parts per billion,24.458333,42.0,18,40,Parts per million,0.015625,0.027,21,23,Parts per billion,4.083333,17.0,18,24.0,Parts per million,0.5,0.5,18,6.0,2002-03-21,2002,3
42,129,8,DONOHOE ROAD - PENN DOT MAINT DIST BLDG,Pennsylvania,Westmoreland,Greensburg,Parts per billion,9.25,17.0,21,16,Parts per million,0.032917,0.059,11,50,Parts per billion,2.416667,7.0,17,10.0,Parts per million,0.191667,0.3,21,3.0,2008-06-02,2008,6
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,3.565217,6.3,0,6,Parts per million,0.031083,0.042,11,39,Parts per billion,0.213636,0.3,0,0.0,Parts per million,0.358333,0.4,0,5.0,2013-07-21,2013,7
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,Parts per billion,5.291667,9.0,18,8,Parts per million,0.019083,0.023,0,21,Parts per billion,1.041667,2.0,6,3.0,Parts per million,0.1625,0.2,9,2.0,2013-10-22,2013,10
42,133,8,HILL ST.,Pennsylvania,York,York,Parts per billion,9.416667,18.0,5,17,Parts per million,0.028917,0.046,10,39,Parts per billion,4.333333,20.0,19,29.0,Parts per million,0.229167,0.3,6,3.0,2009-08-19,2009,8
24,5,3001,600 Dorsey Avenue,Maryland,Baltimore,Essex,Parts per billion,6.8375,23.4,22,22,Parts per million,0.017375,0.028,4,26,Parts per billion,0.766667,1.0,9,1.0,Parts per million,0.1375,0.3,23,3.0,2014-12-25,2014,12
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,Parts per billion,3.447826,9.0,2,8,Parts per million,0.039875,0.045,7,38,Parts per billion,0.977273,1.2,2,1.0,Parts per million,0.2,0.2,0,2.0,2012-03-24,2012,3
40,143,1127,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,Parts per billion,6.583333,13.9,0,12,Parts per million,0.02875,0.036,12,33,Parts per billion,0.3625,0.4,0,0.0,Parts per million,0.183333,0.6,0,7.0,2013-10-28,2013,10
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,Parts per billion,4.778261,8.3,18,8,Parts per million,0.028333,0.034,10,31,Parts per billion,0.368182,0.9,10,0.0,Parts per million,0.233333,0.3,0,3.0,2013-01-27,2013,1
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,Parts per billion,11.25,32.0,20,30,Parts per million,0.020083,0.04,11,34,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0,2008-07-14,2008,7
4,19,1028,400 W RIVER ROAD,Arizona,Pima,Tucson,Parts per billion,9.604167,18.8,23,17,Parts per million,0.035125,0.055,11,51,Parts per billion,0.183333,0.3,8,0.0,Parts per million,0.229167,0.3,6,3.0,2015-04-03,2015,4
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,Parts per billion,21.25,48.0,21,45,Parts per million,0.041875,0.078,10,106,Parts per billion,2.875,6.0,7,9.0,Parts per million,0.2625,0.5,3,6.0,2002-07-07,2002,7
10,3,2004,MLK BLVD AND JUSTISON ST.,Delaware,New Castle,Wilmington,Parts per billion,7.458333,12.0,8,11,Parts per million,0.016042,0.022,12,19,Parts per billion,1.404167,3.4,8,4.0,Parts per million,0.2125,0.3,0,3.0,2011-09-17,2011,9
6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,Parts per billion,15.5,38.0,20,36,Parts per million,0.022625,0.037,8,31,Parts per billion,1.818182,2.0,0,3.0,Parts per million,0.508333,0.9,0,10.0,2003-12-10,2003,12
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,Parts per billion,2.086957,5.5,20,5,Parts per million,0.031125,0.035,2,32,Parts per billion,1.331818,1.6,23,1.0,Parts per million,0.3,0.3,0,3.0,2016-03-07,2016,3
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,Parts per billion,6.041667,15.0,2,14,Parts per million,0.022167,0.034,12,29,Parts per billion,4.5,10.0,19,14.0,Parts per million,0.245833,0.3,0,3.0,2004-09-09,2004,9
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,Parts per billion,7.291667,16.0,6,15,Parts per million,0.034333,0.057,11,58,Parts per billion,3.208333,4.0,8,6.0,Parts per million,0.266667,0.4,5,5.0,2013-05-29,2013,5
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,46.0,87.0,18,86,Parts per million,0.013167,0.035,11,30,Parts per billion,3.565217,6.0,6,9.0,Parts per million,1.341667,1.7,11,19.0,2003-10-27,2003,10
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,Parts per billion,4.95,11.5,23,10,Parts per million,0.028667,0.042,8,36,Parts per billion,1.145833,3.7,1,4.0,Parts per million,0.579167,0.7,0,8.0,2011-07-17,2011,7
39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,Parts per billion,10.304348,29.0,2,27,Parts per million,0.033625,0.047,8,44,Parts per billion,0.571429,4.0,8,6.0,Parts per million,0.223077,0.3,0,3.0,2015-05-11,2015,5
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,4.043478,12.0,5,11,Parts per million,0.031083,0.04,9,34,Parts per billion,1.0,3.0,11,4.0,Parts per million,0.3,0.3,0,3.0,2010-05-20,2010,5
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,Parts per billion,20.304348,30.0,12,28,Parts per million,0.022167,0.029,21,25,Parts per billion,2.043478,3.0,5,4.0,Parts per million,0.379167,0.5,12,6.0,2003-06-20,2003,6
19,153,30,"1907 CARPENTER, DES MOINES IOWA",Iowa,Polk,Des Moines,Parts per billion,4.333333,10.0,19,9,Parts per million,0.014292,0.023,0,19,Parts per billion,0.134783,0.6,19,0.0,Parts per million,0.2,0.2,0,2.0,2007-10-10,2007,10
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,Parts per billion,10.904762,26.0,21,25,Parts per million,0.018773,0.035,12,30,Parts per billion,0.142857,1.0,4,1.0,Parts per million,0.0,0.0,0,0.0,2006-11-04,2006,11
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,Parts per billion,11.195833,28.4,19,26,Parts per million,0.015833,0.023,9,21,Parts per billion,0.7125,1.2,20,1.0,Parts per million,0.308333,0.4,22,5.0,2016-03-04,2016,3
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,Parts per billion,16.779167,31.3,20,29,Parts per million,0.018458,0.043,10,36,Parts per billion,0.604167,0.8,9,0.0,Parts per million,0.691667,0.8,22,9.0,2011-10-14,2011,10
42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,Parts per billion,10.833333,16.0,18,15,Parts per million,0.004458,0.01,23,9,Parts per billion,0.708333,1.0,0,1.0,Parts per million,0.158333,0.2,2,2.0,2014-10-31,2014,10
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,5.478261,11.0,9,10,Parts per million,0.021875,0.025,11,21,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.3625,0.4,9,5.0,2004-08-02,2004,8
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,Parts per billion,36.105263,41.0,13,39,Parts per million,0.001667,0.005,0,4,Parts per billion,16.375,27.0,23,39.0,Parts per million,0.616667,0.7,23,8.0,2007-01-27,2007,1
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,15.434783,25.0,16,24,Parts per million,0.033292,0.051,12,43,Parts per billion,0.043478,1.0,5,1.0,Parts per million,0.420833,0.5,15,6.0,2001-05-19,2001,5
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,Parts per billion,3.85,11.0,0,10,Parts per million,0.023667,0.028,10,24,Parts per billion,0.47619,2.0,16,3.0,Parts per million,0.4,0.5,0,6.0,2003-11-08,2003,11
25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,Parts per billion,10.833333,25.0,20,24,Parts per million,0.022708,0.029,6,25,Parts per billion,0.872727,2.2,22,3.0,Parts per million,0.2125,0.3,21,3.0,2012-11-25,2012,11
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,Parts per billion,7.604348,14.5,22,13,Parts per million,0.0205,0.036,11,33,Parts per billion,0.777273,1.6,10,1.0,Parts per million,0.316667,0.4,20,5.0,2014-03-08,2014,3
1,73,23,"NO. B'HAM,SOU R.R., 3009 28TH ST. NO.",Alabama,Jefferson,Birmingham,Parts per billion,5.579167,11.2,20,10,Parts per million,0.022667,0.031,10,29,Parts per billion,0.445455,3.0,16,4.0,Parts per million,0.1,0.1,0,1.0,2015-05-27,2015,5
26,81,20,1179 MONROE NW,Michigan,Kent,Grand Rapids,Parts per billion,0.75,3.0,20,3,Parts per million,0.034292,0.037,15,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0,2005-04-24,2005,4
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,Parts per billion,12.785714,27.0,7,25,Parts per million,0.039714,0.063,10,61,Parts per billion,3.928571,12.5,7,17.0,Parts per million,0.214286,0.3,23,3.0,2007-08-03,2007,8
6,85,5,158B JACKSON ST,California,Santa Clara,San Jose,Parts per billion,15.895455,22.8,21,21,Parts per million,0.007083,0.016,11,15,Parts per billion,0.1,0.3,10,0.0,Parts per million,0.308333,0.4,0,5.0,2014-02-14,2014,2
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,Parts per billion,5.913043,12.0,22,11,Parts per million,0.039375,0.058,11,49,Parts per billion,0.782609,2.0,1,3.0,Parts per million,0.308333,0.4,22,5.0,2008-05-09,2008,5
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,Parts per billion,3.9,16.0,6,15,Parts per million,0.034333,0.04,11,37,Parts per billion,1.186364,3.1,23,4.0,Parts per million,0.391667,0.5,6,6.0,2014-04-26,2014,4
6,37,4006,"2425 Webster St., Long Beach, CA",California,Los Angeles,Long Beach,Parts per billion,28.290909,42.0,20,40,Parts per million,0.010792,0.026,10,22,Parts per billion,0.727273,1.5,16,1.0,Parts per million,0.866667,1.3,4,15.0,2012-01-20,2012,1
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,Parts per billion,10.958333,23.0,0,22,Parts per million,0.02275,0.032,9,27,Parts per billion,2.375,7.0,21,10.0,Parts per million,0.316667,0.6,0,7.0,2005-09-04,2005,9
40,143,1127,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,Parts per billion,9.875,20.2,13,19,Parts per million,0.026917,0.039,10,36,Parts per billion,0.954167,1.4,6,1.0,Parts per million,0.304167,0.4,0,5.0,2015-08-27,2015,8
42,3,8,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,Parts per billion,9.308333,17.6,1,16,Parts per million,0.034083,0.054,12,50,Parts per billion,1.621739,3.0,10,4.0,Parts per million,0.258333,0.4,0,5.0,2013-09-10,2013,9
42,133,8,HILL ST.,Pennsylvania,York,York,Parts per billion,13.166667,20.0,0,19,Parts per million,0.010125,0.025,20,23,Parts per billion,1.333333,2.0,5,3.0,Parts per million,0.2875,0.4,6,5.0,2015-01-04,2015,1
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,Parts per billion,23.75,50.0,6,47,Parts per million,0.038583,0.059,10,50,Parts per billion,4.416667,9.0,14,13.0,Parts per million,0.235294,0.3,3,3.0,2006-08-25,2006,8
6,37,30,651 S. MOTT STREET (SB 25 TRAILER),California,Los Angeles,Los Angeles,Parts per billion,20.521739,35.0,20,33,Parts per million,0.0325,0.045,9,38,Parts per billion,0.956522,2.0,20,3.0,Parts per million,0.375,0.5,22,6.0,2002-04-06,2002,4
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,Parts per billion,1.26087,6.0,7,6,Parts per million,0.023619,0.027,0,23,Parts per billion,4.782609,7.0,9,10.0,Parts per million,0.0,0.0,0,0.0,2005-03-15,2005,3
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,Parts per billion,9.956522,25.0,5,24,Parts per million,0.033583,0.041,9,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.145833,0.2,2,2.0,2007-03-23,2007,3
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,Parts per billion,26.166667,52.0,21,49,Parts per million,0.017333,0.031,9,26,Parts per billion,2.916667,10.0,8,14.0,Parts per million,0.370833,0.6,22,7.0,2003-06-20,2003,6
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,Parts per billion,12.25,27.0,6,25,Parts per million,0.035208,0.062,11,58,Parts per billion,10.083333,14.0,17,20.0,Parts per million,0.2375,0.3,0,3.0,2002-09-20,2002,9
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,Parts per billion,5.833333,18.0,23,17,Parts per million,0.025792,0.036,9,31,Parts per billion,1.120833,6.9,22,9.0,Parts per million,0.104167,0.2,23,2.0,2008-11-08,2008,11
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,Parts per billion,12.347826,28.0,23,26,Parts per million,0.031125,0.038,8,32,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.308333,0.4,11,5.0,2003-05-07,2003,5
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,Parts per billion,0.086957,1.0,8,1,Parts per million,0.05925,0.063,11,77,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.170833,0.2,0,2.0,2014-04-30,2014,4
6,87,3, Center St,California,Santa Cruz,Davenport,Parts per billion,4.166667,13.0,0,12,Parts per million,0.012333,0.018,7,15,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.354167,0.5,19,6.0,2006-07-12,2006,7
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,Parts per billion,7.083333,25.0,6,24,Parts per million,0.02675,0.036,10,31,Parts per billion,1.833333,9.0,8,13.0,Parts per million,0.233333,0.3,0,3.0,2000-05-08,2000,5
6,85,2009,22601 Voss Ave,California,Santa Clara,Cupertino,Parts per billion,10.817391,21.1,18,20,Parts per million,0.018833,0.032,10,27,Parts per billion,0.359091,1.0,9,1.0,Parts per million,0.483333,0.6,7,7.0,2013-10-30,2013,10
80,2,4,"3 BLKS E BLVD BENITO JUAREZ, ROSARITO",Country Of Mexico,BAJA CALIFORNIA NORTE,Rosarito,Parts per billion,26.391304,48.0,9,45,Parts per million,0.009333,0.021,9,18,Parts per billion,0.782609,2.0,8,3.0,Parts per million,0.9625,1.4,23,16.0,2006-12-12,2006,12
48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,Parts per billion,4.425,11.0,5,10,Parts per million,0.015125,0.029,10,25,Parts per billion,1.145833,7.1,10,10.0,Parts per million,0.058333,0.1,7,1.0,2011-08-04,2011,8
42,71,7,ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,Pennsylvania,Lancaster,Lancaster,Parts per billion,15.916667,36.0,3,34,Parts per million,0.034542,0.057,11,48,Parts per billion,4.125,8.0,3,11.0,Parts per million,0.308333,0.4,3,5.0,2001-05-15,2001,5
42,79,1101,CHILWICK & WASHINGTON STS,Pennsylvania,Luzerne,Wilkes-Barre,Parts per billion,8.666667,18.0,0,17,Parts per million,0.024208,0.046,12,39,Parts per billion,5.083333,9.0,11,13.0,Parts per million,0.254167,0.3,0,3.0,2008-09-21,2008,9
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,Parts per billion,15.263158,42.0,18,40,Parts per million,0.029667,0.043,6,36,Parts per billion,0.875,15.0,14,21.0,Parts per million,0.541667,0.6,0,7.0,2004-08-04,2004,8
25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,Parts per billion,13.75,33.0,19,31,Parts per million,0.020875,0.026,23,22,Parts per billion,1.304348,7.0,17,10.0,Parts per million,0.016667,0.1,20,1.0,2005-08-20,2005,8
32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,Parts per billion,9.004167,20.4,6,19,Parts per million,0.055833,0.07,10,100,Parts per billion,0.520833,0.7,16,0.0,Parts per million,0.204167,0.3,23,3.0,2015-08-20,2015,8
42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,Parts per billion,7.0,10.0,21,9,Parts per million,0.00625,0.011,10,9,Parts per billion,3.833333,10.0,16,14.0,Parts per million,0.2,0.2,0,2.0,2005-10-11,2005,10
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,Parts per billion,0.956522,2.0,7,2,Parts per million,0.043875,0.045,0,38,Parts per billion,1.130435,2.0,2,3.0,Parts per million,0.1,0.1,0,1.0,2009-05-25,2009,5
34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,Parts per billion,11.0,22.0,0,21,Parts per million,0.01625,0.023,23,19,Parts per billion,2.666667,5.0,9,7.0,Parts per million,0.320833,0.5,0,6.0,2005-11-22,2005,11
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,Parts per billion,6.716667,20.8,6,19,Parts per million,0.026208,0.037,11,34,Parts per billion,0.295833,0.8,6,0.0,Parts per million,0.3125,0.4,9,5.0,2015-05-11,2015,5
42,133,8,HILL ST.,Pennsylvania,York,York,Parts per billion,13.458333,26.0,19,25,Parts per million,0.014833,0.022,0,19,Parts per billion,6.458333,31.0,10,44.0,Parts per million,0.633333,0.7,2,8.0,2004-09-29,2004,9
6,1,11,1100 21st Street,California,Alameda,Oakland,Parts per billion,8.578261,16.3,4,15,Parts per million,0.027875,0.034,9,29,Parts per billion,-0.118182,0.5,8,0.0,Parts per million,0.333333,0.4,5,5.0,2013-03-31,2013,3
46,99,8,2001 E 8th St,South Dakota,Minnehaha,Sioux Falls,Parts per billion,16.029167,31.7,1,29,Parts per million,0.017125,0.026,10,22,Parts per billion,0.525,0.9,15,0.0,Parts per million,0.266667,0.4,7,5.0,2012-02-15,2012,2
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,Parts per billion,18.375,35.0,4,33,Parts per million,0.025208,0.045,11,38,Parts per billion,6.125,24.0,18,34.0,Parts per million,0.1625,0.2,0,2.0,2006-08-09,2006,8
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,Parts per billion,15.726087,31.9,0,29,Parts per million,0.024542,0.041,10,35,Parts per billion,0.073913,0.9,12,0.0,Parts per million,0.508333,0.7,3,8.0,2010-10-03,2010,10
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,Parts per billion,1.5,5.0,0,5,Parts per million,0.025417,0.033,9,28,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.579167,0.6,0,7.0,2011-11-20,2011,11
6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,Parts per billion,7.565217,16.0,18,15,Parts per million,0.042667,0.067,9,74,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.3125,0.4,0,5.0,2008-09-06,2008,9
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,Parts per billion,8.083333,14.0,23,13,Parts per million,0.034792,0.037,14,31,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.129167,0.2,17,2.0,2010-03-07,2010,3
40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,Parts per billion,18.333333,30.0,22,28,Parts per million,0.014875,0.03,9,25,Parts per billion,2.291667,8.0,12,11.0,Parts per million,0.008333,0.1,0,1.0,2005-11-23,2005,11
48,201,1035,9525 1/2 Clinton Dr,Texas,Harris,Houston,Parts per billion,19.291667,26.0,9,25,Parts per million,0.012083,0.018,11,15,Parts per billion,14.208333,22.0,14,31.0,Parts per million,0.158333,0.3,8,3.0,2006-01-27,2006,1
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,22.954545,37.0,19,35,Parts per million,0.015542,0.024,0,20,Parts per billion,16.26087,32.0,14,46.0,Parts per million,0.1,0.5,21,6.0,2000-12-13,2000,12
80,2,3,"13891 CAJEME, LA MESA",Country Of Mexico,BAJA CALIFORNIA NORTE,Tijuana,Parts per billion,14.76087,21.1,21,20,Parts per million,0.019583,0.033,10,28,Parts per billion,0.608696,1.0,11,1.0,Parts per million,0.991667,1.1,0,13.0,2010-07-18,2010,7
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,9.217391,19.0,7,18,Parts per million,0.0355,0.047,11,40,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.35,0.4,9,5.0,2003-04-24,2003,4
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,Parts per billion,6.666667,21.0,22,20,Parts per million,0.041792,0.07,9,84,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.116667,0.2,20,2.0,2008-07-30,2008,7
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,Parts per billion,21.125,51.0,19,48,Parts per million,0.017875,0.04,10,34,Parts per billion,7.666667,11.0,20,16.0,Parts per million,0.045833,0.4,23,5.0,2002-09-12,2002,9
11,1,43,"2500 1ST STREET, N.W. WASHINGTON DC",District Of Columbia,District of Columbia,Washington,Parts per billion,11.890476,24.2,7,23,Parts per million,0.017833,0.027,8,25,Parts per billion,0.340909,0.8,0,0.0,Parts per million,0.2375,0.5,0,6.0,2015-10-14,2015,10
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,Parts per billion,14.304348,28.0,23,26,Parts per million,0.021792,0.037,10,31,Parts per billion,0.818182,1.0,0,1.0,Parts per million,0.370833,0.4,0,5.0,2007-04-04,2007,4
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,19.826087,33.0,9,31,Parts per million,0.039208,0.079,10,109,Parts per billion,0.130435,2.0,16,3.0,Parts per million,0.466667,0.5,8,6.0,2008-08-12,2008,8
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,Parts per billion,8.608696,14.0,5,13,Parts per million,0.0385,0.042,8,36,Parts per billion,0.409091,1.0,6,1.0,Parts per million,0.245833,0.3,0,3.0,2008-05-03,2008,5
39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,Parts per billion,9.347826,23.0,12,22,Parts per million,0.032833,0.042,14,39,Parts per billion,2.973913,14.3,4,20.0,Parts per million,0.254167,0.3,0,3.0,2016-04-06,2016,4
8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,Parts per billion,0.0,0.0,0,0,Parts per million,0.024708,0.044,6,37,Parts per billion,0.391304,6.0,17,9.0,Parts per million,0.329167,0.6,23,7.0,2000-04-19,2000,4
4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,Parts per billion,26.666667,48.0,19,45,Parts per million,0.017375,0.043,9,36,Parts per billion,0.291667,2.0,20,3.0,Parts per million,0.5375,1.2,1,14.0,2001-09-19,2001,9
6,73,1007,"330A 12TH AVE., SAN DIEGO, CA. 92112",California,San Diego,San Diego,Parts per billion,42.857143,55.0,8,52,Parts per million,0.00575,0.015,9,13,Parts per billion,3.227273,4.0,7,6.0,Parts per million,2.508333,3.4,23,39.0,2000-01-06,2000,1
42,7,14,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls,Parts per billion,17.416667,25.0,1,24,Parts per million,0.020958,0.044,11,37,Parts per billion,19.791667,59.0,9,80.0,Parts per million,0.566667,0.7,10,8.0,2001-08-18,2001,8
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,Parts per billion,8.875,18.0,20,17,Parts per million,0.019333,0.034,0,29,Parts per billion,2.416667,5.0,19,7.0,Parts per million,0.283333,0.4,23,5.0,2008-05-09,2008,5
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,Parts per billion,14.434783,34.0,7,32,Parts per million,0.02425,0.029,9,25,Parts per billion,7.652174,17.0,7,24.0,Parts per million,0.0875,0.2,0,2.0,2004-03-12,2004,3
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,Parts per billion,9.0,22.0,6,21,Parts per million,0.040792,0.046,8,39,Parts per billion,0.125,1.0,5,1.0,Parts per million,0.220833,0.3,0,3.0,2001-05-03,2001,5
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,Parts per billion,1.833333,4.0,7,4,Parts per million,0.032208,0.042,10,39,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.45,0.5,0,6.0,2014-03-08,2014,3
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,Parts per billion,7.236364,22.3,23,21,Parts per million,0.038542,0.06,10,51,Parts per billion,0.061905,0.3,18,0.0,Parts per million,0.2,0.2,0,2.0,2012-06-05,2012,6
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,Parts per billion,13.595652,24.7,17,23,Parts per million,0.012542,0.017,6,14,Parts per billion,0.754545,1.2,5,1.0,Parts per million,0.433333,0.5,16,6.0,2011-12-30,2011,12
